pl_name,pl_orbper,pl_tranmid,pl_trandur,pl_rade,pl_radj,pl_radjerr1,pl_radjerr2,pl_ratror,st_rad,st_raderr1,st_raderr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,disposition
858,13.299556894038089,2456901.16880837,3.4299742428936497,45.384024829172404,4.03962327418911,3.3061039563593466,-3.3061039563593466,0.3787792087281306,1.135793514326715,0.2254272769451543,-0.2254272769451543,550.2802416394837,27.855111532340096,-23.49660660587342,3.3047847775714123,0.10053854576376292,-0.10053854576376292,FALSE POSITIVE
859,12.538426707725419,2456785.3583231475,3.1284101330413323,79.3622359023971,7.047842235173725,4.495179920840292,-4.495179920840292,0.37456114738055474,2.083018184872614,0.5400252274753579,-0.5400252274753579,772.0768166253592,22.514014273035116,-21.64071683434036,1.2709670034175704,0.035275121014260204,-0.035275121014260204,FALSE POSITIVE
860,2.3262707741839557,2456954.8433407387,9.852033101752205,6.300935633138238,0.5618137548867749,0.03296705265645587,-0.03353915848781648,0.06526796174850437,0.8954908273328825,0.20309397021054054,-0.20304587388171658,480.48864776536425,14.572168158667743,-13.463688826170614,2.0562319170768815,0.059918511395253574,-0.059918511395253574,FALSE POSITIVE
861,2.4309780322780767,2457275.5396343796,1.7193951243507541,16.77816492926737,1.497816492926737,0.7900425912185276,-0.7068989575604218,0.432386610206254,0.43244676097684054,0.040150000000000005,-0.04,184.0511327952469,3.8131859010350917,-3.599077881670291,5.500102887102278,0.1289473711723959,-0.1289473711723959,FALSE POSITIVE
862,2.4729621528894077,2456950.6715016267,9.479263745856077,7.037534099690026,0.627551417496467,0.032204388516199174,-0.03286318800283321,0.07307318454974972,0.8872308181433176,0.19144006900985144,-0.19138468443762496,480.19264790664175,15.52610204348379,-14.290564334335413,2.0580112202328924,0.06373869276299332,-0.06373869276299332,FALSE POSITIVE
863,4.6522650326323784,2456826.4172788677,3.6759507426620206,40.234912150293695,3.6020982033932194,0.994346911715896,-1.3577612894911757,0.12118382278037351,2.44499842331797,0.10725607833314599,-0.14359751611067395,1035.2555294434173,49.52552216664114,-48.24850922163383,0.9485896295918098,0.048000631035729796,-0.048000631035729796,FALSE POSITIVE
864,2.835061956228744,2457134.535200722,2.1299154964661455,23.44904258016524,2.09289316673817,0.446871403072169,-0.47430155896907655,0.20391172962041246,1.0399884898309406,0.19367658255499215,-0.20458093538144598,199.35817052824126,9.672902686243841,-8.678687451677641,5.757398849859676,0.1656490143125029,-0.1656490143125029,FALSE POSITIVE
865,4.50394354553266,2456897.1799558806,2.4310810197911445,58.944271814141175,5.240994421324031,3.397976426282634,-3.397976426282634,0.28235154363381454,1.8305472315533704,0.9871144714632829,-0.9871144714632829,186.5846933462651,3.124973322191277,-3.01318394718782,5.442936755439483,0.0980306191762086,-0.0980306191762086,FALSE POSITIVE
866,1.3335128282168,2457028.2694763476,2.24723953743188,31.312056784880628,2.7959515211531016,0.5233745029211476,-0.5636479173820486,0.231298137936812,1.3732831741415297,0.26354573011688354,-0.27948086130092925,243.20420346328294,13.849190720050322,-12.39136292070336,4.238695605483711,0.20198406672937128,-0.20198406672937128,FALSE POSITIVE
867,1.2357608028944678,2457008.4684495586,8.428444897496508,19.596061704036792,1.7593959543655022,0.7514991586958168,-0.7514991586958168,0.11981966274088485,1.1361027867508984,0.21376002505476502,-0.21376002505476502,479.97156436299485,9.181017943776398,-8.84130825585784,2.055375435882667,0.038900354871605744,-0.038900354871605744,FALSE POSITIVE
868,2.756366670532728,2457059.38939629,1.686665066165431,71.25512199289653,6.378233066035247,6.025512199289653,-6.025512199289653,0.38372439003551734,1.8550176164496164,1.4708338764732947,-1.4708338764732947,256.5559009324921,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
869,0.884457467054152,2457065.671098,0.0,26.275341390796775,2.372004229702869,1.8694123867210102,-1.8694123867210102,0.14331794562608488,1.712235045311596,0.12167051359347879,-0.12167051359347879,555.6844805290744,9.682446815757666,-9.357653634483356,1.778105375840642,0.03122634022773804,-0.03122634022773804,FALSE POSITIVE
870,1.3647309946812103,2457061.8315515057,2.1962251130873662,38.255812339546424,3.4161505228316518,0.6512199047364484,-0.7010843597657318,0.20934345737296425,1.6863673947847981,0.31948492911127735,-0.3394307111229908,262.53308809221096,16.30636426154697,-14.530111046421466,3.7974661360273214,0.2173226816381345,-0.2173226816381345,FALSE POSITIVE
871,1.120756174434531,2457282.59722031,1.7631555551017777,23.796737390773366,2.1273221793094943,1.5711640379105818,-1.4475014868904172,0.5478787471570644,0.4718841909651087,0.22217835565140165,-0.22204586006102286,175.6058721299056,5.20841298177229,-4.893105810490053,5.91719351756334,0.18192369827969176,-0.18192369827969176,FALSE POSITIVE
872,24.76619835592714,2456796.525282369,7.551858854119203,2.769311047399017,0.24710457508081765,0.049538982413968896,-0.05038322920819573,0.07518189420660945,0.46077808655750285,0.0611443268880821,-0.06107335195792431,982.5366158095394,33.636875777800604,-32.40408468826203,1.012375831328693,0.03508021006576518,-0.03508021006576518,FALSE POSITIVE
873,25.878105425921106,2456813.361268345,5.97744353255469,94.96949059472081,8.457559247577665,3.4725415352487263,-5.048406425993907,0.37696540437019277,2.362745846475127,0.23816943568324841,-0.25635249211492356,460.86635999085945,12.521765190080286,-11.887912288807312,2.16752908127599,0.05778605361579794,-0.05778605361579794,FALSE POSITIVE
874,6.650904764715314,2456879.9873894793,2.8376876060774388,68.37702705103966,6.0759895400939055,1.6205710550033539,-2.870278990060368,0.29628552750167686,2.091226460768949,0.07393121190194518,-0.11266839585157626,541.9098904992628,45.86265524303194,-38.738613488204194,1.8376341030097443,0.13366584273220383,-0.13366584273220383,FALSE POSITIVE
875,3.1008472681125765,2457058.0009575896,1.69889476099367,70.23824049387446,6.287843599455507,5.923824049387445,-5.923824049387445,0.38880879753062775,1.8239462373128306,1.443152102333249,-1.443152102333249,255.624267999138,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
876,1.2854511282232426,2456994.8216878367,10.47415648772259,4.3597708820781484,0.39251094085084226,0.3010182154510068,-0.3010182154510068,0.02812598924801639,1.0679253065870007,0.2576091190024682,-0.2576091190024682,495.32601147105976,8.451648871780748,-8.177469240661209,1.9974855698845815,0.03378512992216979,-0.03378512992216979,FALSE POSITIVE
877,22.371907318134344,2456790.2252581012,5.533242007287177,46.38591445481775,4.106901779796724,1.0500300030986485,-1.8710552261550284,0.26870094934708266,1.4128690220449438,0.03183238404013179,-0.02881038211676923,777.8324518010801,21.940896777761544,-21.241918647322393,1.2591826003578042,0.03503310309841153,-0.03503310309841153,FALSE POSITIVE
878,15.337290920301328,2456938.4014754514,8.110113953016754,21.88160779613471,1.9450318041008634,2.2631541819750804,-2.2631541819750804,0.1712360896887415,1.0978704267660206,0.26817036585871834,-0.26817036585871834,521.0710788066482,4.61927712351571,-4.49123273321109,3.6571293854077984,0.04234086165161352,-0.04234086165161352,FALSE POSITIVE
879,12.541680550671561,2456785.2498713364,3.16426087571403,69.91923707570604,6.19803700151054,1.6950725047601987,-2.72130437857015,0.33918339881819815,1.940962096868402,0.12764810329596665,-0.12391635102756693,771.9171304642966,22.473198567121408,-21.599035598248747,1.2711862033228192,0.03523976313658149,-0.03523976313658149,FALSE POSITIVE
880,24.80521205152273,2456907.9265257097,5.202847942627798,35.824031843273374,3.184407341992249,3.765734315322738,-3.7657504994043687,0.2790421527139005,1.196190380112104,0.25800584539915733,-0.25800448482062593,547.1033555485342,2.327173706299547,-2.2712773615853976,4.746531924364618,0.04820841208606323,-0.04820841208606323,FALSE POSITIVE
881,21.92814917398549,2456835.6753161084,5.604039502886083,86.64494388834964,7.725994931850936,1.6794998189946762,-3.9309967419041727,0.3257499094973382,2.424173977319921,0.10810989501691223,-0.14036491492749784,510.50734145592696,21.824433835691654,-19.484229141679474,1.9385672899740816,0.07320133622250347,-0.07320133622250347,FALSE POSITIVE
882,5.669979433448697,2456899.169380303,2.5485785007077486,7.719845054336744,0.6887289680765096,0.5299061285442912,-0.5305827671470129,0.15589872077977315,1.0387416942535754,0.822228867233356,-0.8221719829456116,194.26535578736846,2.8059497397319446,-2.7194446805723387,5.235193010570233,0.08244433176034958,-0.08244433176034958,FALSE POSITIVE
883,3.2246658935549064,2456889.925290856,2.21727582590046,64.28006786871896,5.705941613948809,1.607355057641029,-2.63239103753852,0.28967752882051445,2.0165560756718133,0.06626593343179675,-0.10645687709128357,548.9525633336721,51.2537248870715,-43.05680846637022,1.8149977427275543,0.14722626220178825,-0.14722626220178825,FALSE POSITIVE
884,12.867355848288383,2456777.239556807,3.09177114293461,68.21596550751278,6.049436895676149,3.5647896522538316,-3.8710334464274267,0.3694206689285485,1.748796289511189,0.34722407888131324,-0.3461104650843183,760.324,19.51,-18.573,1.2871,0.0326728,-0.0326728,FALSE POSITIVE
885,25.995957428478775,2456823.8765248475,6.340624503374986,91.50906603711329,8.165334996900555,1.6951905356035912,-4.213429640864642,0.33359526780179566,2.5128265261602905,0.11721051065008291,-0.14773955173368788,502.14591548220227,15.423876716583065,-14.3574443968826,1.9654423493818312,0.05710170384804358,-0.05710170384804358,FALSE POSITIVE
886,1.8958658226690233,2457291.8798300764,1.8395289073052197,14.38741654014127,1.2849599162039573,0.7626904268610186,-0.6532783994158207,0.49098641617502914,0.2656302896350283,0.040150000000000005,-0.04,155.17655767639155,4.733822737983739,-4.449645676232044,6.5217645951372,0.17839166174743454,-0.17839166174743454,FALSE POSITIVE
887,12.033256696225857,2456797.789159549,3.2335590144628554,83.88386200539357,7.447503442587847,2.157060096419035,-3.0677950723142766,0.33477351726145466,2.4090395249627403,0.2820989549619093,-0.2787871914131994,790.0682029518525,27.112603959175345,-26.336823347890032,1.2462703725272188,0.039258792691063554,-0.039258792691063554,FALSE POSITIVE
888,1.206317724307017,2456936.95735666,1.2068070950226242,46.51706544202066,4.151505774295941,2.5505019247653133,-2.5505019247653133,0.387685712163166,1.23716371040724,0.17503011548591882,-0.17503011548591882,556.8345284308773,43.07473974295941,-36.4004753901533,1.7842365401229148,0.12327379315219825,-0.12327379315219825,FALSE POSITIVE
889,4.949287649440308,2457048.011852857,2.2126464366484435,35.0324552339881,3.135342725905712,0.740208291086218,-0.7801851476321937,0.2927552381781483,1.421379755432151,0.28191205487470794,-0.29790279749309834,252.39988166257785,13.488003189864935,-12.058013673624865,3.9904938111381516,0.18367089278169654,-0.18367089278169654,FALSE POSITIVE
890,12.020737878848932,2456798.122879821,3.2031332430705315,92.50868076678594,8.22354055637923,4.644814252630084,-4.644814252630084,0.3660106141354238,2.543678163454044,0.6501133430064189,-0.6501133430064189,790.5536639147628,27.236687547652068,-26.46353822959091,1.2456039841792008,0.039366283967891456,-0.039366283967891456,FALSE POSITIVE
891,23.91057845390887,2457072.2571616387,2.5387436115634565,180.9537567043294,16.156342651936342,6.093202493394072,-6.093202493394072,0.47390330184965984,3.545830525102526,2.494954514533042,-2.494954514533042,376.3399284495642,5.093538408725324,-4.9593982470342075,2.886058160991829,0.037251574304253625,-0.037251574304253625,FALSE POSITIVE
892,8.023961446603149,2456896.667178459,3.94686975621402,168.54529142498004,15.037359237776002,4.927940539559501,-5.1164939364115005,0.26535331332844503,5.87137900631695,1.1794592253516003,-1.1983145650368003,933.196,63.696,-63.696,1.0498,0.0709503,-0.0709503,FALSE POSITIVE
893,11.092975010276794,2456820.9793835278,3.361719347944683,109.71011102521642,9.75827309172989,3.0114623196312196,-3.708596739723415,0.32661785967624746,3.2747043229354493,0.5677411527676192,-0.5652061185127385,823.6368895725655,35.69274410346025,-35.098912329254446,1.2001909071707981,0.046691606577200916,-0.046691606577200916,FALSE POSITIVE
894,22.769790378337103,2456922.56345951,4.728166807448783,34.61799195693774,3.080225969601271,3.6157322609250317,-3.6157322609250317,0.26433724217862775,1.2497522895502413,0.24802259696012707,-0.24802259696012707,549.6860876618957,2.7705524765786578,-2.715860599542612,4.490720498559563,0.04585350128407725,-0.04585350128407725,FALSE POSITIVE
895,9.24131477269915,2456807.7022071714,2.6600544449040235,33.66093642827718,2.9895576587580264,2.012387869983733,-2.012387869983733,0.1556061585771121,1.6523658126697565,0.3037534189904041,-0.3037534189904041,452.9820679510434,4.933077702187115,-4.732647744329304,4.042058934216704,0.05356315129847826,-0.05356315129847826,FALSE POSITIVE
896,15.262252326540098,2456938.6375168012,8.132669375151917,21.77187871547716,1.9352781080424144,2.251209714341003,-2.251209714341003,0.1703907693636759,1.097076668948764,0.26823386648409886,-0.26823386648409886,520.8637206894994,4.638911516883369,-4.510105119074183,3.6484728531546744,0.04229989168312426,-0.04229989168312426,FALSE POSITIVE
897,25.209306962575937,2457236.046864248,5.807455075466224,146.12659899719566,13.044159629392638,4.131179263843996,-4.129277156224498,0.35569343526747865,3.8938276607747313,1.8567798413800596,-1.8567322886895723,455.9893160814637,9.768451606339308,-9.314673871507495,2.22305003118187,0.04102182952353158,-0.04102182952353158,FALSE POSITIVE
898,15.675324146352395,2456902.82545601,4.951293194462146,27.23219713479864,2.4230790269124562,2.092675368770668,-2.093481758062536,0.23227422770282147,1.0101815874544036,0.16063910000440623,-0.16057130771421138,515.4814179186473,13.760957039737296,-12.44064378302854,3.5552696132538184,0.07731422649279247,-0.07731422649279247,FALSE POSITIVE
899,1.4538737833897135,2456859.7558236467,2.882188493168458,12.172109792602605,1.0859229019760568,0.02230354,-0.02408779,0.301634388677352,0.6409159321633067,0.040150000000000005,-0.04,196.973021948831,3.4349110151280127,-3.2985574293545694,5.644763894707536,0.11317300434372524,-0.11317300434372524,FALSE POSITIVE
900,22.73743994261334,2456898.194697334,4.8404938920117955,32.780328319425834,2.913951886527985,3.4263615662680524,-3.4263615662680524,0.25432489925026713,1.2250831386769567,0.25899667445292174,-0.25899667445292174,540.6407328455205,2.093,-2.063,4.77093,0.0476123,-0.0476123,FALSE POSITIVE
901,5.701357576689165,2456848.280464087,3.9286630977425747,54.4771554950889,4.877378495261419,1.3384297285124032,-1.8377109638578732,0.13108512002580114,3.2805795973746408,0.11744609265091027,-0.16737421618545728,1003.4942738163778,53.93542069622559,-53.0558183096111,0.9800866241808753,0.05514264223747881,-0.05514264223747881,FALSE POSITIVE
902,11.588097570735838,2456806.1055973293,6.168466942660066,45.99209468452511,4.083252577444143,2.8603745699341654,-2.8603745699341654,0.23725823314486383,1.0887061301483556,0.2046273562960614,-0.2046273562960614,348.4539114113004,10.561668210119183,-10.29980363434861,2.90064682785719,0.08941984017133371,-0.08941984017133371,FALSE POSITIVE
903,2.4649155967824297,2456991.1339126653,2.035775293801893,40.39722576353442,3.6244133803307017,1.3006728060241308,-1.3014556362111924,0.27295643500180766,1.2065540467048623,0.056903471439658085,-0.05683765973834983,475.37341573517574,18.49943197223628,-16.958077219356596,2.0799257512650695,0.07666288849628929,-0.07666288849628929,FALSE POSITIVE
904,7.646614717428408,2457285.08699819,5.239508251747316,42.221979817682254,3.7878233635730236,1.372582364638946,-1.3700472822643823,0.22104880988054956,2.5289060583560854,0.05738796518654786,-0.05732458812718377,515.1696279380956,14.191859069141397,-13.447350831685071,1.9294470404499324,0.05064308945236511,-0.05064308945236511,FALSE POSITIVE
905,16.223597255361263,2456805.3216670505,3.8181635658921906,64.56394690840713,5.7323681648645755,4.023760345064144,-4.023760345064144,0.29220475628872916,1.8625680308362265,0.3595883831908727,-0.3595883831908727,428.1545584578562,7.883134457767168,-7.505674819297284,3.2849630949356206,0.05974444312053261,-0.05974444312053261,FALSE POSITIVE
906,1.1673601567964864,2457015.0193016874,7.492072259199108,9.097390075541377,0.8217062992770613,0.7277914781750464,-0.7277914781750464,0.05143623828579255,1.2592708670591866,0.22127768346977472,-0.22127768346977472,516.231603895712,8.735034068935757,-8.454072569850116,1.921216198318649,0.03228686996271555,-0.03228686996271555,FALSE POSITIVE
907,1.8803423407483186,2456854.7460839134,1.5785631983227923,31.08259863726881,2.7694833900608797,1.5247797746705858,-1.5247797746705858,0.2665738249898385,1.2478941577184939,0.21808855121870957,-0.21808855121870957,517.2987861665449,29.835217998014844,-25.144019046027683,3.1920951158212647,0.10460651982362051,-0.10460651982362051,FALSE POSITIVE
908,1.5217144191817082,2456894.295287011,1.809989148768957,52.44182608419263,4.672226110979883,2.614952327343685,-2.6150711924949688,0.45964119925336633,1.050680457406663,0.18001712600823608,-0.18000713314137745,547.7741722816298,52.498986103176314,-44.098638438293655,1.8209674128144446,0.15201223736341216,-0.15201223736341216,FALSE POSITIVE
909,3.9108089055080275,2457185.8734451,2.08312931723139,12.9349353614258,1.1533346493189012,0.30306142591615837,-0.3145126954623982,0.20087574121378554,0.5797965629317068,0.10424275565030426,-0.10870761727743891,154.53355938189378,4.949224303259415,-4.5120330468774945,7.146855695591079,0.12873874557564122,-0.12873874557564122,FALSE POSITIVE
910,14.028933362942283,2457067.3696630658,2.4479083158795873,114.50701992074474,10.222402258072476,3.0957561882182625,-3.122898653748933,0.3415965711630073,2.7003030235443664,1.4080186407400868,-1.418875626952355,326.7261259940916,11.515660117320051,-10.476615686194489,3.181959214301442,0.1341683045769183,-0.1341683045769183,FALSE POSITIVE
911,17.052874120616167,2457070.3322094916,2.2648331917336137,149.3328695353989,13.337426353930912,6.215764071568222,-6.215764071568222,0.43958605996089806,3.080096528040759,2.225319042549913,-2.225319042549913,341.56062941108587,4.1895242081127995,-4.086759810434264,3.4539398797670593,0.04037309513877103,-0.04037309513877103,FALSE POSITIVE
912,13.438885703104308,2456959.2448158786,2.281036894715475,47.626815515261285,4.263147344204894,2.564389458014931,-2.564389458014931,0.5767494742540025,0.9058023624738487,0.32968947154749056,-0.32968947154749056,196.36609189802914,2.7186936775154704,-2.6391041254145104,5.178373069587641,0.07818133009132591,-0.07818133009132591,FALSE POSITIVE
913,8.687293346427154,2457067.9839976286,1.9306951725638142,110.75916135160011,9.898684926693035,6.365274568404651,-6.365274568404651,0.3977231208466978,2.511956640062327,1.8963959495097686,-1.8963959495097686,299.1340357238123,3.0867347834472962,-3.0222450729588872,4.146687796228845,0.04418097798269805,-0.04418097798269805,FALSE POSITIVE
914,9.83329233550915,2457065.6045039934,2.3647738496164648,89.35727484586349,7.9774820018383235,2.2886108003921395,-2.3232966807623066,0.29757320215970584,2.366884087638622,1.0489520943800545,-1.0628264465281212,305.58706372107383,13.109432804608867,-11.82552912779325,3.3842147616609894,0.1617630514432365,-0.1617630514432365,FALSE POSITIVE
915,24.355856724919153,2456805.66612253,5.3204958323421065,97.16634620003309,8.633307696002646,5.449711580029776,-5.883211556012572,0.4226600009606882,2.1650288419970223,0.36998077200198504,-0.37498269480178653,417.6801331305096,11.472986324104205,-10.886146132784914,2.383756791084456,0.0640539023433144,-0.0640539023433144,FALSE POSITIVE
916,1.2990547756041275,2456992.494996698,10.817681668477771,3.8140145032955495,0.34306920755826753,0.25185549871200186,-0.25185549871200186,0.025440733936460305,1.0458829988549838,0.2617943673060158,-0.2617943673060158,492.9177637938878,8.419003935013077,-8.145605550243534,2.006271522139942,0.03395772398187702,-0.03395772398187702,FALSE POSITIVE
917,28.96160408504538,2456862.823116657,8.159544857411056,99.60693646125243,8.882540873064118,2.937592667525445,-2.9384766271308567,0.17785330491010226,3.444529362474744,0.7767558189941707,-0.7766815054502102,881.6977048825606,46.54616803658712,-46.54616803658712,1.1129169700038652,0.05659000030741729,-0.05659000030741729,FALSE POSITIVE
918,7.468535069967132,2456963.153428517,10.475338312731779,10.37511091103459,0.9222320809808524,1.010624052294911,-1.010624052294911,0.08259344701834054,1.0146347722152387,0.27482921822278095,-0.27482921822278095,499.3269293544201,6.6781942744838565,-6.470243655810485,2.749381313434061,0.03804463669484399,-0.03804463669484399,FALSE POSITIVE
919,34.31340555830033,2456806.5370325088,8.564933067945192,28.026631642222426,2.4824172469959698,0.610372103932102,-1.080928814151762,0.1766173224467805,1.1250179339698354,0.03539063196921989,-0.03359726273886083,799.8278491342163,24.99476705196858,-24.594809397722756,1.224110721666613,0.03799828843095995,-0.03799828843095995,FALSE POSITIVE
920,1.2111186327909467,2456809.1844090507,7.09362784710086,1.669728133851141,0.14876053405010758,0.01490820663098158,-0.01490820663098158,0.06437600320560796,0.23814957926395386,0.023951144233404387,-0.023951144233404387,303.1917806569796,10.105469398484386,-10.105400176962101,3.27485001471756,0.10887731115825067,-0.10887731115825067,FALSE POSITIVE
921,11.668467180126441,2456806.8087525833,3.253979930718458,101.45441623522481,9.02356567957295,4.746635631945648,-4.746635631945648,0.3601922496031058,2.857142552632674,0.7250247863600126,-0.7250247863600126,803.1265678326486,30.45031573796458,-29.7453140144882,1.2283452603852125,0.042150189572713964,-0.042150189572713964,FALSE POSITIVE
922,15.785486902011705,2456874.9040075294,5.956624315125048,42.021644551605824,3.7670092365108228,0.8549119264955889,-0.8554347466076152,0.21361642349470567,1.5388879212051088,0.16730043595463612,-0.16725648302382262,815.2610985547594,36.208337480948416,-33.80389693225941,1.2007777983824695,0.052285678451739384,-0.052285678451739384,FALSE POSITIVE
923,1.185875097092663,2457065.0161662493,1.7550168537216546,67.65216210221331,6.051573153991539,5.204645843446894,-5.215717246494356,0.326387220347904,1.9313573011057328,1.3165720819849613,-1.3210006432039463,261.2947062398192,5.248792724648695,-4.831072189926562,4.554791855426829,0.08529308955943729,-0.08529308955943729,FALSE POSITIVE
924,2.374099632118693,2459855.314715171,1.6824310927409643,8.432639246074167,0.7526373637525798,0.29730529750581486,-0.27726737952902913,0.10776124495859961,1.2382653763302294,0.06572762963137818,-0.06570616043354592,686.8746918528323,15.20582722566927,-14.56663197284246,1.9507087478294132,0.05193906603568535,-0.05193906603568535,FALSE POSITIVE
925,19.809850516016127,2456821.9255328677,4.9830003714253275,81.3500701160057,7.223382929450292,4.936385590864867,-4.93675054955523,0.38567295605419055,1.822046582948003,0.3423037362845794,-0.3422730545956039,416.64470807411357,14.518508226007913,-13.475782948227437,2.3871216950077074,0.07602545960181056,-0.07602545960181056,FALSE POSITIVE
926,9.612412932534625,2456810.6829211996,3.141410881523096,60.142192246670845,5.342812816444723,1.3428128164447228,-2.1282833068906983,0.3242719730978641,1.707193389253016,0.08361376029528969,-0.08075750396639522,774.3748909995315,25.129498592059313,-23.487952490658294,1.2652116054942175,0.0395040092308203,-0.0395040092308203,FALSE POSITIVE
927,8.96617426211622,2457328.5645989105,6.275034374387599,38.90600485396655,3.4889597424413576,1.1892893642522435,-1.1862532531750285,0.19556314987233928,2.7243515099256017,0.054895347390856254,-0.054819444613925884,523.1857531613857,14.794429588863697,-13.999818481142213,1.89988968718484,0.051165879501668524,-0.051165879501668524,FALSE POSITIVE
928,5.830228204297148,2456917.5563941053,2.2835678117511606,80.10691747322898,7.1315199846487936,4.420395284184513,-4.420395284184513,0.5092583533023813,1.6102409374063944,0.5827811751160699,-0.5827811751160699,177.2736974198274,3.5117143486970193,-3.369273690209862,5.694777163353911,0.11692532516676415,-0.11692532516676415,FALSE POSITIVE
929,26.88624429655559,2456818.4575286373,6.412519950831355,93.51458015372073,8.341166412297659,2.1631221383486525,-4.495540458413876,0.3467032671973911,2.4936877861651348,0.1508748092232435,-0.17778732830091915,489.46728042212726,13.216339434613726,-12.551351449903349,2.024328066210116,0.053635048636580605,-0.053635048636580605,FALSE POSITIVE
930,10.948097658720886,2457140.042556111,2.0480964685636844,19.636054892571433,1.7728758622274514,1.0165666432672271,-0.9516740324750703,0.6034403814400673,0.3129185081187676,0.08835284943089083,-0.08828332163361352,189.60151628546402,3.7278302733138347,-3.548113749843359,5.372438150178441,0.11809295256306392,-0.11809295256306392,FALSE POSITIVE
931,17.421883119634998,2456848.7458664435,4.788060042649615,81.25653146773561,7.239299616440636,1.6621178434443085,-3.6181211819975516,0.3170589217221542,2.325965815460343,0.09802834919769889,-0.13219538641882495,519.7700224069624,28.914889302197707,-25.163615833006663,1.9087954422514115,0.09103630343768945,-0.09103630343768945,FALSE POSITIVE
932,3.0526670063230927,2457263.139224421,1.9267583410570848,10.655502521739301,0.9507102258601287,0.5290401578828083,-0.4650601271833735,0.3696180820113477,0.25914000438563356,0.040150000000000005,-0.04,141.57064819382293,3.417592889406487,-3.2356378203327587,7.194800685214185,0.14679013835386912,-0.14679013835386912,FALSE POSITIVE
933,10.94946223043426,2456824.537123212,3.357760972476665,119.71318173508097,10.656463407202363,4.954458979098483,-4.954458979098483,0.348316629765801,3.496941571367471,0.8779233917653121,-0.8779233917653121,828.7885947390806,37.00951746460396,-36.44360893847202,1.1931192030428073,0.0478323025517444,-0.0478323025517444,FALSE POSITIVE
934,10.464542045620007,2456942.94815738,2.282026269915225,60.32379724538518,5.384439237254796,3.289931271164867,-3.289931271164867,0.5503661355940048,1.1811784597375747,0.4286269915224819,-0.4286269915224819,188.90257518284903,3.0286979067704434,-2.9245388705423605,5.380243536385946,0.09332696597207085,-0.09332696597207085,FALSE POSITIVE
935,13.938625012253011,2456980.3050897284,2.811594198083654,46.58320534640475,4.166292662063043,3.109790955669255,-3.109790955669255,0.31220975540210144,1.3564473833816355,0.17257352105143897,-0.17257352105143897,514.09594685907,6.257261234128828,-6.015136987837845,3.5322670448631586,0.0477897297383293,-0.0477897297383293,FALSE POSITIVE
936,13.478013397346139,2456901.9150546636,3.5855114400626524,48.6452945318858,4.318622208589898,2.7300135396096628,-3.16773527340571,0.28291814489197364,1.576927048546596,0.16370121856486966,-0.18364187532668957,550.2416366652994,27.4618926183729,-23.16945564616339,3.3271632239715783,0.09973070822088673,-0.09973070822088673,FALSE POSITIVE
937,4.159626750811817,2456895.208755108,3.723708118592793,69.45074495839381,6.222387942713733,1.568059659376944,-1.8952238010453384,0.22806269251014238,3.203193877298708,0.18728358583316054,-0.22,860.0648419711423,49.195897359438405,-47.18575391670617,1.144810455283507,0.06244705634169357,-0.06244705634169357,FALSE POSITIVE
938,8.802993801976733,2456875.1230576746,4.738364489966036,35.16880677930285,3.127747556950604,1.4315474209204329,-1.4329246513443152,0.2349881459531061,1.078834605416299,0.12680062966975664,-0.12668484737266683,459.2279176997431,24.069633143371455,-21.712954476305917,2.168867002063855,0.10263335613726546,-0.10263335613726546,FALSE POSITIVE
939,28.784149933349305,2457073.625169273,2.7334037988689244,203.42580367097224,18.15966466834249,6.006101536159022,-6.006101536159022,0.4982915698754738,3.8768141625957155,2.6865766204501513,-2.6865766204501513,401.05656708415427,5.735995069291052,-5.579557062547762,2.48248110170066,0.035033200024434136,-0.035033200024434136,FALSE POSITIVE
940,12.198946297513833,2456952.4510921603,2.2814493437927688,52.91991200719752,4.730589631804457,2.866852114697001,-2.866852114697001,0.5657508321928363,1.020600688987271,0.3709343792768638,-0.3709343792768638,193.254713541951,2.847927721734173,-2.7580956842137523,5.262528491903525,0.08449521742711026,-0.08449521742711026,FALSE POSITIVE
941,16.035197420940058,2456903.0265251445,4.961208741279449,27.570861938065693,2.453088345387102,2.1586224217824483,-2.1593976635137375,0.23411768147730605,1.017513505875649,0.1644770101589558,-0.16441183641105425,516.7278615072076,13.310270997162785,-12.039797328769874,3.6022256627962816,0.07616696106643836,-0.07616696106643836,FALSE POSITIVE
942,9.208639867961924,2457065.341704826,2.3523966826591542,85.61294824201688,7.643255367973671,2.168441950178706,-2.2042509039153537,0.29101894599292455,2.3172442448401753,0.9954938021355737,-1.0098173836302329,302.43985276471767,13.346715745478907,-12.026357107187325,3.414326829377743,0.1658713930789203,-0.1658713930789203,FALSE POSITIVE
943,12.173914473264295,2457020.1584318723,2.2457433984511095,28.535821354129578,2.5693783020161964,0.9195632141497969,-0.9396117459109307,0.4608705860630763,0.8873006511983825,0.20618442069230797,-0.21420383339676144,231.97653729008024,7.807633493193542,-7.075533910918642,4.379538553252797,0.11584615464592223,-0.11584615464592223,FALSE POSITIVE
