kepid,koi_period,koi_time0bk,koi_time0,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_srho,koi_srho_err1,koi_srho_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_incl,koi_teq,koi_insol,koi_insol_err1,koi_insol_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_ldm_coeff2,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_bin_oedp_sig,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2,koi_fwm_stat_sig,koi_disposition
4432,6.55760412556945,132.73739507716235,2454965.7371645416,0.6416346842864645,0.009585613357521363,-0.48316675585129815,4.016065819024996,0.06932303367301149,-0.06932303367301149,260.83268189785105,7.187618460440977,-7.187618460440977,0.015512771857987166,0.0017848097924713392,-0.0007870892272734589,0.4201076637119397,0.45321753993921804,-0.027569699913138603,3.066620174336591,0.47943111845269354,-0.7688622369053871,0.07314846602453812,86.2672950692537,1290.0635808788165,654.8026832550041,290.4550586291934,-316.80173421432323,9.845984365548425,3.5912994586882543,-3.5912994586882543,0.286528109441161,0.3669939203232375,5.4532034017030195,33.86865100898752,41.28365905107448,2,203.20747444666472,0.7162159500876362,5878.445066151717,116.96988274161319,-117.05019543064469,4.005394870721071,0.19599665363795704,-0.08407027360290256,1.8106514160966793,0.2807757937431204,-0.4564545429869944,1.2111667558512982,0.1328059110015072,-0.13282933553580806,0.7622771857987165,CONFIRMED
4433,3.9997655042122346,153.9213895269524,2454986.9214646607,0.7634695627860665,0.12069758812051325,-0.5187214151557005,2.49352483634108,0.06293729478054186,-0.06293729478054186,310.898227560345,10.701932299612958,-10.701932299612958,0.017776395759760387,0.002368328490934203,-0.0018960998121798065,0.6527484330381261,1.5859570530455942,-0.1033838633227874,1.8543091679380732,0.19944283031140092,-0.2260772919845183,0.04655713352257215,84.65709501638106,1055.1404184319142,292.6975810088811,88.6463243151268,-81.9100254377921,8.185713352257215,3.6673107665376525,-3.6673107665376525,0.19127362341127724,0.5165442830311401,4.484037758268679,27.862739145706513,33.89056370388809,1,335.63446167311736,0.4991468186045579,5288.450239789937,92.84992007002103,-92.84992007002103,4.406484381743138,0.11761739069651662,-0.07816940292610855,0.95174073815183,0.0985156182568616,-0.11556167372765672,0.8402347813930332,0.06213075693384939,-0.0329346215330753,0.0408789045642154,CONFIRMED
4434,19.728190099627078,144.9863212471386,2454977.986228059,0.053501382568499324,0.3584877238603313,-0.053501382568499324,2.597124127267504,0.06456294516034165,-0.06456294516034165,768.558559902403,28.32206922193276,-28.32206922193276,0.02529222854235879,0.0008300653614270162,-0.0005010626519489593,11.361439204945544,0.8697294824385088,-3.48479868693851,1.4171389069471447,0.08594005752909764,-0.12594005752909765,0.11419782128576614,89.94544956853177,355.55585042434615,3.8741141320320405,0.854659367179926,-0.8998092233571817,60.117409854752836,4.7,-4.7,0.3447160972384193,0.3683751767728569,6.39015242931201,21.530974566100447,29.471118121665757,4,58.92097986481583,0.5233907488133474,3809.348761254245,76.40599424709023,-84.0,4.735324264633849,0.050940057529097645,-0.025158040270368352,0.5104877238603314,0.03297002876454882,-0.044564034517458585,0.5145667439955155,0.037297002876454884,-0.04086103739391347,0.596776486984732,CONFIRMED
4435,4.7824279528105595,133.70408770440662,2454966.7041656277,0.23654445046682043,0.2149837677500986,-0.23654445046682043,3.459243818796083,0.1712076726746215,-0.1712076726746215,133.43747647244894,9.91774254264648,-9.91774254264648,0.010715759109943943,0.0005321309459284067,-0.000442270384422581,0.9258959628682434,0.19283771156050084,-0.3765087805115946,1.5470158558090845,0.5449797096876232,-0.1896975275184331,0.060863703302211976,88.67429360347498,1370.7620800772218,834.65397189502,853.3310379689481,-290.7432598518827,10.38628916897169,2.1354850852929577,-2.1354850852929577,0.32471268878659315,0.27858166757002306,3.6914145085968926,16.87380313228129,15.267133833275176,1,274.12504705510213,0.7742242689473632,6665.4817387188605,182.14312011583274,-270.8447056967412,4.3141552943032595,0.07352821821691902,-0.22058465465075705,1.3225684224008556,0.459606785773963,-0.16281851651105986,1.3162781241067147,0.19470158558090847,-0.19470158558090847,0.0013246036047728877,CONFIRMED
4436,15.580000035746647,140.30370531015393,2454973.3033874445,0.041453541683215495,0.41540867157772143,-0.041453541683215495,3.3570408375271295,0.14607098565311755,-0.14607098565311755,533.0798588597572,32.03288127179642,-32.03288127179642,0.02104569059790101,0.0010228444668476577,-0.0007128486514148296,5.540072818641625,0.6132261071810643,-2.3112596857875154,2.14,0.6456889336953152,-0.22,0.1230911267933603,89.94724426521874,716.8444668476576,62.50316259016448,56.69880967818808,-18.267024955414225,38.59538945338224,3.191126793360306,-3.191126793360306,0.2876199899185541,0.35536670027148637,4.244102340271813,15.934511635109367,18.656002016289182,1,69.83559364101788,0.7869936023253148,5913.351247770711,176.28444668476575,-194.28444668476575,4.510879959674217,0.052,-0.21169780690195486,0.9302134610316483,0.28111116711914397,-0.09356002016289182,1.023609074835558,0.11956002016289183,-0.13682672043437819,0.702156037224638,CONFIRMED
4437,38.0870211995027,168.4812929791906,2455001.4814841673,0.26428236078161604,0.09985147310306863,-0.13978224672629713,7.127664457223609,0.03405842615549748,-0.03405842615549748,2935.1980612082016,13.503961224164032,-13.503961224164032,0.05034790684287326,0.0012278474625292443,-0.000626559874583736,0.8298582111797992,0.19840774511831616,-0.06936646683374165,6.244256605146551,1.4286139517269854,-0.8023759741296265,0.22101826078271625,89.43103915602036,619.1188367249209,35.32376810535298,25.421692834787418,-10.253515111215084,38.642768427395055,3.1026110817063492,-3.1026110817063492,0.28963265918921144,0.34997180954396595,35.11056197144884,178.98061310147767,244.19851549139946,2,47.54457327645525,0.39652333587285005,6040.628568702353,125.38120129351869,-145.86139517269854,4.361500114055319,0.09178709370579322,-0.1564455806907941,1.14033151490849,0.25973763543140227,-0.14735143508462903,1.0484058924122746,0.11187624025870374,-0.09538120129351868,0.0,CONFIRMED
4438,11.94735046179396,136.9971003865686,2454969.9971853406,0.19514210587724526,0.22885789412275473,-0.19514210587724526,3.7773054528134846,0.06492518827819868,-0.06492518827819868,878.5691378309356,22.258984685451605,-22.258984685451605,0.026958076992215883,0.0007011113348514514,-0.000507695079221929,2.090245276110564,0.1912605252078488,-0.6132559183058823,1.41900155794671,0.17940859519877417,-0.2521812516557419,0.08135767982616839,89.50140547930536,407.63210852643226,6.629608542215034,3.452089067881161,-2.8912749933770323,24.741289279816122,2.433640612581936,-2.433640612581936,0.426,0.2631,6.550641406798742,38.78953339275464,49.099772773133566,1,112.8410153145484,0.31532505834408786,3803.0368735098323,181.41781357623222,-193.70429759938708,4.778308750993445,0.08448617243381289,-0.06404070372520644,0.4803548428807355,0.06176343807950966,-0.08398156324508385,0.5035729680463097,0.05343625033114838,-0.08703148534774835,0.34613743203711583,CONFIRMED
4439,8.457373579471149,139.08773830354542,2454972.087410307,0.5416517657242329,0.08686435917698626,-0.4205766651505809,3.1159361389440083,0.16410339102057536,-0.16410339102057536,319.5444153481425,25.095152946995615,-25.095152946995615,0.016857197458170145,0.00023539753500746849,-0.001465671115605696,1.435646030469994,1.1332512471661498,-1.2095573848824002,1.4129644293909314,0.23820678204115067,-0.12641356408230137,0.07693166230222137,88.20663196894665,745.0072801621452,73.24809821992,40.025333674832545,-18.88658407337493,17.41235072488074,7.4965259592589035,-7.4965259592589035,0.2060564595431263,0.4923939459750638,3.564577021079809,12.833378622325514,14.783440832674795,1,158.39338399918083,0.12468609747797887,5346.978989715222,159.0,-159.0,4.597834408326748,0.034551695510287674,-0.11271728718353972,0.7671381314279864,0.1325379653876548,-0.06537237371440274,0.8609450795094685,0.0762067820411507,-0.10355169551028767,0.09264780636871782,CONFIRMED
4440,16.332700616482796,145.6190925052329,2454978.619233485,0.17455355846955564,0.26835624017600374,-0.17455355846955564,4.212626758081416,0.0814409125954377,-0.0814409125954377,1326.391945822374,35.10155702023057,-35.10155702023057,0.03252586013272658,0.001066941203597503,-0.0008650698013630438,1.9476483621743927,0.22456048554194769,-0.51941452745375,2.5332348984169517,0.15090201354440647,-0.10954899322779676,0.11431836225682754,89.66519462752882,550.79624198766,21.78775577448931,4.165068478626383,-3.1597503476684428,30.093127494284804,3.3066846050981975,-3.3066846050981975,0.16498335575637274,0.5502948724151323,6.634104684937033,31.363171291725116,41.89097986455593,2,84.1726176077284,0.8152659594573635,4988.307919639389,80.90201354440646,-80.90201354440646,4.603758926411593,0.023729395936678062,-0.038676510158304846,0.714331274942848,0.04027060406332194,-0.03186469796833903,0.7487293959366781,0.04259409390501709,-0.043405906094982905,0.06094550429192977,CONFIRMED
4441,5.394251912562077,135.3196661715569,2454968.3196652844,0.44394372417986844,0.44122780049378285,-0.26049404950776617,2.790018000314175,0.10352336301021643,-0.10352336301021643,476.5502769743568,24.118636463908018,-24.118636463908018,0.020161718427485178,0.00033481956167638323,-0.0012490383034595776,1.5887907328568152,0.7541077317259044,-0.3369046064034086,2.1821300888189485,0.2568638881585062,-0.27029583223775927,0.05739141893096334,88.09579908551673,978.1893519735823,216.72094917754498,69.6827810164491,-60.01721656587385,13.382917176644135,3.431094192451382,-3.431094192451382,0.19071805350306986,0.5184517658062537,4.346034165524021,20.964085496295233,23.67751868407193,2,206.58877384809824,0.2750051026454241,5340.130185526031,82.06509276301523,-82.06509276301523,4.385902385032248,0.12324259210567079,-0.09670118042773859,0.9899881473690733,0.11427810164491008,-0.1230088652964246,0.8669704167762241,0.06290532401320885,-0.03386094917754496,0.013026644242814703,CONFIRMED
4442,37.88366359753727,174.24998144632852,2455007.2503059334,0.1962448755892475,0.24216174101614926,-0.1962448755892475,2.756956532868692,0.11151990621834003,-0.11151990621834003,643.4290963026813,28.148465902694955,-28.148465902694955,0.023255128512994275,0.0006963072225295557,-0.0007212516598052876,24.591911220819327,4.450105359192688,-5.926550075169145,1.2987445210810533,0.07608369859459645,-0.11216739718919289,0.17343477987889677,89.89049342529727,301.18676678920656,2.2149158823787953,0.4924360255136113,-0.5371893128649793,103.68226352021482,12.578094204803591,-12.578094204803591,0.34519082441514776,0.37239199755241725,10.087008767079364,41.19023924583749,40.95153409730504,2,42.46783550270861,0.9628650928173147,3831.1180546594665,73.86695887567716,-80.86695887567716,4.736433479437839,0.044559027329733235,-0.02517489042162107,0.5104409726702668,0.030433479437838577,-0.04290880817297538,0.5183154247783721,0.03365021915675786,-0.03882510957837893,0.23451095783789316,CONFIRMED
4443,63.87806518471886,148.15281104499405,2454981.1530923797,0.432085342007881,0.08301799816650059,-0.39624732550638636,10.647265864026634,0.3645397957120211,-0.3645397957120211,218.34181588051453,12.386206381782769,-12.386206381782769,0.013918855118970013,0.0006223685145642717,-0.000907309871240148,0.47395470303209497,1.6743756925670592,-0.11574898457598502,2.687331267189057,0.41995500458374846,-0.6625337465621887,0.3323177181014585,89.42529247020563,602.2038796983422,31.518976123018383,13.945275481293594,-14.7469403116949,42.52083792399674,17.85861914534831,-17.85861914534831,0.2865,0.3671,4.884498668621042,12.083398295859988,19.1613188703234,2,24.239876031343414,0.7870391460121388,5878.622187786485,112.27137282271946,-112.27137282271946,4.0229190082507476,0.19351124885406287,-0.08536881313026543,1.7767841712849897,0.2778890610675786,-0.4390809917492527,1.211128937098922,0.12752474747893833,-0.1344932506875623,0.04138681129676602,CONFIRMED
4444,5.6375661937082295,132.6216734539668,2454965.622002122,0.4931935319508706,0.4365809127605694,-0.2933026511609508,2.352082607600572,0.12700731686839967,-0.12700731686839967,298.47942732684635,20.16174971025677,-20.16174971025677,0.016042382502897433,0.0003927485669178469,-0.0010860774127803483,2.5634120179047435,2.086613488209116,-0.1644418345593579,1.7634379650725815,0.24087168604881148,-0.24346235463391375,0.05915083778924876,88.26263944770777,971.4358430244057,210.54136264635503,81.27313454016883,-63.13638496983894,16.26592790633278,6.673361627309011,-6.673361627309011,0.18803538692397484,0.522418345921838,3.0854174008023847,12.862305138057092,16.5256627902377,2,195.3124069854837,0.6084261505814644,5345.394697678098,83.486744195246,-83.486744195246,4.374196287814962,0.12755440115106137,-0.0970460232585738,1.003978049394801,0.14126150581464345,-0.13760042440963516,0.8683075290732173,0.06439225872196518,-0.034832979658637374,0.2109344650923604,CONFIRMED
4445,7.677655993925567,171.39102272737995,2455004.3912004186,0.043262331013555116,0.26364624559070216,-0.043262331013555116,2.3481525642066474,0.02177175622078787,-0.02177175622078787,1782.120640671397,19.361608542285293,-19.361608542285293,0.03837234715416393,0.000521989003718522,-0.0002574633987992168,7.869561596358386,0.3040198077068442,-1.3911931015679868,2.1126327390575006,0.1461608542285293,-0.18414074744996317,0.06053025445706874,89.90404021355714,481.7285584893568,13.597379874113063,2.9870845171079057,-3.0881998188509945,27.583264117738832,0.9290543445576673,-0.9290543445576673,0.3186083880258183,0.4057947222801861,12.714668695176247,88.32431105054474,103.34231852420844,3,176.3034874628824,0.197317248735973,3776.022935455151,75.78793593286031,-83.19195728857353,4.746584039470614,0.04803016016784925,-0.028878416436408053,0.5046581847643752,0.03404021355713233,-0.04403016016784925,0.5117084517107906,0.03922211745642278,-0.044070373724981585,0.12129437696579427,CONFIRMED
4446,9.82961019102666,133.72161369739993,2454966.7215583078,0.5729846519164864,0.2589775947797469,-0.4010686270881072,2.7047074983266755,0.1827708909754023,-0.1827708909754023,507.05551297196456,39.87620111413034,-39.87620111413034,0.02171787285946792,0.00530336489573808,-0.0013359216705377708,3.6528622257545567,2.6676214002099554,-1.6991118069765048,2.7565421932208163,0.8999253159324897,-0.3625898265160181,0.09348488091676199,88.24904322139585,1005.84880916762,241.89873448355243,228.99267918521087,-85.69908556421629,23.256853267591204,8.533084386441633,-8.533084386441633,0.3118561364316362,0.28817904733409594,6.424919680811155,13.00428531464803,14.617218462528525,1,15.187121438787305,0.4466782948898823,6471.820346967964,164.17965303203627,-248.96406939359275,4.360223052045194,0.08311526022597279,-0.2066257571224254,1.160431167276887,0.3790928550057197,-0.15189220818077823,1.1247904733409597,0.17284880916761997,-0.14521558363844353,0.1001138487986249,CONFIRMED
4447,3.7200059501560627,133.07766005130262,2454966.0777698886,0.34274758301324004,0.31480361593473594,-0.24934939299016673,2.463408435841345,0.15790180796736797,-0.15790180796736797,134.7606035935834,11.30897602104048,-11.30897602104048,0.010453185580471348,0.0012090590227555906,-0.0007192373472427623,1.6170648124663174,0.4907051249726262,-1.0362482542897924,0.935993980140636,0.04,-0.06531325373839472,0.04369072298599131,87.50219885631489,950.3433731308027,193.0296864448278,33.98950584904687,-35.12416269696753,10.445795244399271,1.5789047777058753,-1.5789047777058753,0.14774849403037962,0.577644698705598,3.577858887973462,11.417430612717988,14.010903581772238,2,320.17168656540133,0.7765212091967255,4979.215061705762,89.17168656540132,-84.46325273361535,4.524035541284953,0.056839157219689025,-0.03440602387848158,0.8149590368225017,0.03711445771026754,-0.05324518109817061,0.8086975900466956,0.04812530149535789,-0.03217168656540132,0.07389397411195969,CONFIRMED
4448,6.261127814974641,132.0805294126946,2454965.0805842886,0.8355086026262915,0.07301050884448457,-0.6320210176889691,3.40439013408863,0.0791428344306801,-0.0791428344306801,166.66093158247233,6.560792312771257,-6.560792312771257,0.013307095873719681,0.00018657192277015365,-0.0015311652575400406,0.262703366165846,1.0659700831147918,-0.13300950110500342,1.6064326209755242,0.2744173712299796,-0.09583093002357307,0.06962158462554252,84.0323732817673,1101.2827117587187,348.48395326498644,151.9527870216695,-54.09754188407396,8.12082579481175,3.83887286682382,-3.83887286682382,0.30295654235174374,0.3239706779396797,4.631814906636108,24.400740211460533,28.81093651135687,1,213.67478863100612,0.6268549146729527,6275.144704083408,74.98233051508008,-75.1943643341191,4.413130382802538,0.033731609522152,-0.12017669484919918,1.1036083873600495,0.1880319907657906,-0.0652688547101849,1.1498022874618317,0.08026504227379877,-0.08063610145711705,0.0009823305150800817,CONFIRMED
4449,2.0087414593371413,165.95206102887332,2454998.952073453,0.4480367238092804,0.1118463780913439,-0.3773008055587601,1.813449034261217,0.040200329123252165,-0.040200329123252165,324.54652540359973,7.724242861231792,-7.724242861231792,0.01664386540445402,0.00304641083278011,-0.00056496642321675,2.093999199022602,1.065931616064868,-0.15866660115647846,1.4391558160636704,0.09231602043736994,-0.0765259693439451,0.02926525969343945,86.60993561741448,1171.6742500715563,446.7192002649082,101.74500360516228,-72.44786759860904,7.63164725575335,2.003601466911029,-2.003601466911029,0.15744675923975027,0.5624130871693988,4.798326941109176,41.76135563758535,49.55237751889307,1,669.0530357653975,0.9449418223909678,5113.5378929900335,97.64177036581358,-98.91558160636706,4.561652596934395,0.03084198978131503,-0.05431602043736994,0.790242428612318,0.05285281634989595,-0.038305193868789014,0.8294848572246358,0.04207359182505202,-0.04769480613121098,0.025360423789200864,CONFIRMED
4450,9.706682470131238,149.51400832423235,2454982.513862596,0.2182774493048932,0.23094410874904614,-0.2182774493048932,4.484706568765738,0.12957685155343862,-0.12957685155343862,94.94530858546355,3.841916271461275,-3.841916271461275,0.0089717245143099,0.00028025748814383824,-0.00027437725511016793,0.8677845338920022,0.12547509453791497,-0.2924400427391025,1.2799201553557802,0.17011976696632972,-0.13411178250190775,0.09147425118561617,89.22568860588754,1034.8343331970145,271.71604985686525,110.46349742835517,-72.4654320359119,16.271177600164535,2.2814372035959565,-2.2814372035959565,0.30392215580539395,0.31818383254292254,7.013739014625825,28.803416636620845,31.637324121041576,2,137.01197669663298,0.5831533255511974,6201.984031071156,119.60878291086418,-116.4391238756677,4.240403193785769,0.08827345707268222,-0.08587824775133542,1.3072135735895174,0.17613573589517367,-0.1417165731805609,1.0824311394112458,0.10262075960749714,-0.06382235650038154,0.05234730253481493,CONFIRMED
4451,2.471170327712809,132.7446536897812,2454965.7450608015,0.19574479343505413,0.2552334098756266,-0.19574479343505413,2.7574359509613977,0.09134532297679183,-0.09134532297679183,157.68028593665903,6.8332421477112835,-6.8332421477112835,0.011370943523487644,0.00044755947764585347,-0.0003116366925580204,1.0383369939469533,0.13531364014291597,-0.3702343198405744,1.2542234380305162,0.1742234380305162,-0.13614895868701082,0.034933515704577436,88.34366925580204,1323.621249575587,727.0367031806138,277.5161683672777,-179.70164401669444,6.818967261036034,0.9453061240800062,-0.9453061240800062,0.23131434875496878,0.4565163519099881,3.4868543179429343,21.898137826466346,26.07638545557119,2,552.8918991229663,0.23448052434953603,5578.711171901526,78.46593718169026,-78.46593718169026,4.39997546774202,0.10211171901525812,-0.10211171901525812,1.009744793435054,0.14564578183356786,-0.10928247439158825,0.9310399752404142,0.06542234380305162,-0.04722979173740217,0.7236848745044192,CONFIRMED
4452,125.3265298682399,254.35619347499951,2455087.356308392,0.012024796918487679,0.4070308619015027,-0.009569771446120146,9.639161696263928,0.11654655789668966,-0.11654655789668966,689.5133209416011,15.080110835834006,-15.080110835834006,0.023532688475842514,0.0007623925168823899,-0.0003910577722779185,1.2493111470458842,0.026098563755520665,-0.4582303963940688,2.691081509018664,0.41043260360746564,-0.29075705631306487,0.4881211820189775,89.9964310202384,355.3619096789882,3.75891057413605,1.6504827206357557,-0.9850250585141451,101.16424431374324,0.780176834835757,-0.780176834835757,0.21893985749678485,0.47900939074779075,15.465068410194098,28.36633195153526,47.165813713232794,2,10.956739639253435,0.49442764422376806,5495.193879938831,108.67554729440077,-108.67554729440077,4.393697177474774,0.09050830923877212,-0.11016222635279961,1.0456431020238408,0.16101081509018664,-0.1112379319841061,0.9867130042677897,0.04917304144298626,-0.054783698196267175,0.03125270549693571,CONFIRMED
4453,4.059378404985444,173.27492421163257,2455006.2747437363,0.04084046774944698,0.3319202338747235,-0.04084046774944698,2.6074062205716126,0.024121270966740403,-0.024121270966740403,1834.161794276594,16.75491229697869,-16.75491229697869,0.03834592531353087,0.0008054058085074903,-0.0004993064315548959,2.309851155738688,0.06572020397844147,-0.5016715736924895,3.6735489311668017,0.3649594555293591,-0.19823118948170138,0.0482893645166298,89.81539883062638,1006.7895523586369,253.57686511344443,76.53559262477194,-40.47777091410523,12.530894508279731,0.332591308399552,-0.332591308399552,0.20905732578491865,0.48921308733190716,10.576447084561952,99.15018213039458,122.19549314772772,2,307.2474072699577,0.7770476929939462,5355.323588553188,74.0265887084255,-83.51329435421275,4.516521403248341,0.03479653023974463,-0.0798589475637443,0.8739306047948926,0.08801847981429732,-0.04564623789634027,0.9111606632635735,0.04484970765659564,-0.05307976612527651,0.2591525543694453,CONFIRMED
4454,5.0853849930750235,133.1385177170564,2454966.138760316,0.07892167032330903,0.3739085743059989,-0.07892167032330903,1.836457770990649,0.04898937483621312,-0.04898937483621312,277.58487768534604,8.34442797025934,-8.34442797025934,0.014995434889965568,0.000537765258219825,-0.0003303115887802064,7.604339946880251,0.34684242149404376,-2.846213474712791,1.4162466023707234,0.17,-0.059747961422434104,0.05709602174482737,89.76721522137916,932.289103025871,178.70313811561104,62.231230539354634,-28.690877185909883,21.64476402443852,1.1349789960995964,-1.1349789960995964,0.22188144305085766,0.4725673585275926,6.474301378655296,33.03438367605346,39.873214730170275,1,261.5450951336197,0.9629937731693938,5425.710896974129,96.22016308620528,-105.85544848706449,4.544537188073254,0.024238695310357827,-0.10592043489654739,0.8660583147758788,0.105,-0.04026389916811442,0.9552162095560224,0.03688460587500393,-0.06753051643965004,0.00567506795258553,CONFIRMED
4455,186.388247680062,234.43263109633202,2455067.4324785746,0.3247124864435431,0.26421847299542056,-0.23355377277495754,9.103031915624232,0.2729604940893628,-0.2729604940893628,665.3462719615334,39.02442466199137,-39.02442466199137,0.02413731711644145,0.002850415759887479,-0.0014150649686394089,1.4810494222759962,0.9491158169918607,-0.7203277103246474,2.4668533276697633,0.3123634543778621,-0.24031604728509748,0.6115057378353003,89.8555101267081,293.4094814185529,1.7522054307353134,0.5944898732919011,-0.3983476520136072,138.02590139451132,27.393955064712813,-27.393955064712813,0.21394620295892974,0.48191535725906054,7.935041143071775,15.85695012323552,18.814153125225697,1,7.598419763574513,0.6364418315287844,5390.4403961210255,80.19683952714902,-80.19683952714902,4.4437945692646865,0.08613432009616644,-0.09687427111199791,0.9328117516810153,0.11652009796833704,-0.08931535725906059,0.8761810371628942,0.056023703546382315,-0.04397629645361769,0.5100120413383489,CONFIRMED
4456,66.49259794584125,138.7972039881213,2454971.797221832,0.24594385220400147,0.20721832206071528,-0.24594385220400147,4.320472915477544,0.11540521176453192,-0.11540521176453192,756.2425897052952,34.28351389681637,-34.28351389681637,0.024612798333077026,0.0009919438522040015,-0.0008661828595531374,7.510454314897604,1.5424449984608228,-2.1280413288442497,2.1137780955831253,0.1,-0.12026954411699473,0.29281823250181127,89.87621742647167,365.34995955757324,4.524276882310322,0.7559389264642824,-0.742964985286942,114.76676012524581,21.545777720437112,-21.545777720437112,0.15341109522084373,0.5689239007349136,8.341508413731125,21.778056392066873,26.527312647315405,1,20.2160830881157,0.20337469375397382,4986.3234529403935,82.08131102961833,-82.08131102961833,4.549947434560161,0.049675203676046574,-0.034756962500184826,0.7843225573513539,0.03764869705886702,-0.04291868897038166,0.7931882330873764,0.04324303749981517,-0.037216530882635615,0.5606549661821458,CONFIRMED
4457,5.553182362696209,140.74727269523584,2454973.7468519183,0.1903730133566911,0.21016064734262935,-0.1903730133566911,4.815509623013662,0.055863998891598265,-0.055863998891598265,140.98179681825673,4.346373884614479,-4.346373884614479,0.010771634774688083,0.00029747674111881857,-0.000218769430804195,0.41400314337941785,0.03648560523183626,-0.09779046517762363,1.8984195311190541,0.2869170758741506,-0.45308292412584944,0.06280130022726738,88.75546662971993,1329.7746317132644,739.2393703489031,319.8310865157076,-344.21318140029854,8.763106328216663,0.7614764506995558,-0.7614764506995558,0.2914375613811226,0.34924975447550966,4.019000328234983,22.175745126642497,36.26914171681524,4,218.06472094410617,0.907617857342394,5925.593180734357,114.92487723775483,-120.45853793707529,4.0452874887763075,0.195,-0.09345853793707529,1.6282877791955697,0.24708552458038419,-0.3894094197201776,1.0684120201747125,0.11270210940555407,-0.10508292412584944,0.2122976001751833,CONFIRMED
4458,98.23485865619391,164.26703235310248,2454997.266761951,0.7623766187063202,0.0837268480062539,-0.5231515735941403,7.843199311303638,0.1997255368105637,-0.1997255368105637,664.2500819497307,17.624184560352123,-17.624184560352123,0.027947139117235086,0.000239533764882144,-0.004190616866688374,0.3707024006974451,1.6111165733556523,-0.11189141119029283,2.6484678741124688,0.24387149644987507,-0.14048434680488756,0.41074540238114304,89.01984182905426,353.50807244674814,3.696935748224938,0.9705667102669815,-0.5829851663021939,53.87902855350692,17.806742299115,-17.806742299115,0.22744029667395613,0.4633823061769386,11.85363166496334,29.982083564766018,39.525831829594004,3,15.153212588753123,0.1789590722334619,5497.0,79.92751187872814,-86.57265202073313,4.540193083124111,0.02687116865095253,-0.07095980166572065,0.8740569988256207,0.08125831829594005,-0.047871168650952534,0.9580968693609775,0.03654036223374063,-0.0649677102130075,0.05090313063902249,CONFIRMED
4459,12.71317178549238,139.48282440844008,2454972.482868561,0.03233219543325985,0.40026949837691517,-0.03233219543325985,4.655615218211705,0.13360169381017498,-0.13360169381017498,326.4728859972651,17.287119218709012,-17.287119218709012,0.016563656052215,0.0007204271270426702,-0.00041958475570842517,1.1182161274753104,0.05008887347892726,-0.4215968143605056,1.7120338762034994,0.5396271009627996,-0.17361016286104988,0.10698457850344655,89.9131525733151,803.9050683905897,99.1480758233528,92.70132819968745,-29.58470853148774,21.216139831309686,0.951689667619792,-0.951689667619792,0.295585425408534,0.33623372507839144,4.601173273017185,19.269930539262003,22.36474527647699,1,100.39830618982502,0.35988190738883163,6115.87119218709,181.75932247593002,-202.04575895459493,4.48881696418162,0.054406775240699916,-0.20908304885831497,0.9484694722970446,0.29485930943599475,-0.09828643647866492,1.0118050814305248,0.12748982409901488,-0.13655593485558007,0.015037289903720033,CONFIRMED
4460,7.9803981568338,134.1699148712466,2454967.170244402,0.8975022514287301,0.028577491785669686,-0.6260938907142957,2.186014549075315,0.06960141474998958,-0.06960141474998958,146.9672021427481,6.538971035707843,-6.538971035707843,0.013306367834997295,3.9868169643476626e-05,-0.002230327978572519,0.7042630747469368,6.487316858538993,-0.2954397051950541,2.0104244249968777,0.30436655714226246,-0.44450803214122175,0.0780202567856003,85.94283588925434,1041.7980710715128,278.77491998223627,120.38594833923145,-119.26223043901359,13.286597907101326,6.412218571408748,-6.412218571408748,0.2300834732858709,0.4615414780354442,3.7741340263881944,19.970804615002546,26.175112571436504,1,130.84951928612065,0.06483866371788963,5613.347267857391,112.2160764283831,-90.6713824999653,4.156722191787058,0.18941350249941025,-0.10542250821433032,1.3815974199980572,0.20771382499965307,-0.3055781307131855,0.9935446939284178,0.08573247535700905,-0.07115498357133936,0.49850161250121416,CONFIRMED
4461,68.3763299855158,167.49470630496356,2455000.494842464,0.5594638994417354,0.18747715071141233,-0.38700927065928525,6.310610226508064,0.1899635720821099,-0.1899635720821099,563.8613722667537,22.369996071684493,-22.369996071684493,0.024216769490661483,0.0005856021343434311,-0.002501473562932571,0.7668719354426154,2.8352187641990545,-0.3547063079724968,2.812795731313138,0.9325228492885878,-0.3531818777017501,0.3339513447685452,89.31865876652546,490.8886604692088,14.222979835060341,14.049616472488392,-4.822637423091152,57.127923660975156,14.379778709025885,-14.379778709025885,0.30401386277332465,0.31744727772694703,8.143547627428724,24.018260116918935,31.701596176604884,1,20.695456331052505,0.8763652468250249,6226.674990179211,178.76135917236874,-212.77500327359627,4.423097695429563,0.07278864737482377,-0.21047045960464877,1.05747277726947,0.3482795731313138,-0.13149092575649002,1.0706568416921913,0.15802046615184126,-0.12907272489193,0.3140817336635149,CONFIRMED
